job_title,job_description,job_skill_1,job_skill_2,job_skill_3
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Python,UX Research,Prototyping
Software Engineer,Plans and executes marketing campaigns across channels.,Excel,SEM,Content Strategy
Product Manager,Manages product lifecycle and works with cross-functional teams.,Figma,SEM,Prototyping
Product Manager,Develops software applications using modern technologies.,SEO,SEM,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Python,Java,Prototyping
Product Manager,Designs user interfaces and ensures optimal user experience.,SEO,SEM,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,Python,SEM,Scrum
UX Designer,Designs user interfaces and ensures optimal user experience.,Excel,SEM,Prototyping
Product Manager,Plans and executes marketing campaigns across channels.,SEO,UX Research,Content Strategy
Product Manager,Plans and executes marketing campaigns across channels.,SEO,UX Research,SQL
Data Analyst,Develops software applications using modern technologies.,Figma,Java,Scrum
UX Designer,Plans and executes marketing campaigns across channels.,SEO,Agile,SQL
Product Manager,Develops software applications using modern technologies.,Project Management,SEM,SQL
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Excel,SEM,Prototyping
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Figma,Agile,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,SEO,SEM,Scrum
Data Analyst,Designs user interfaces and ensures optimal user experience.,Python,SEM,SQL
Product Manager,Analyzes data to drive business decisions and strategies.,Figma,SEM,Content Strategy
Data Analyst,Analyzes data to drive business decisions and strategies.,Python,SEM,SQL
Software Engineer,Develops software applications using modern technologies.,Figma,Agile,SQL
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Python,UX Research,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,Python,Agile,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Python,Agile,SQL
Marketing Specialist,Develops software applications using modern technologies.,Project Management,Agile,Prototyping
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Project Management,Java,Scrum
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Python,Agile,Content Strategy
Product Manager,Designs user interfaces and ensures optimal user experience.,SEO,Agile,Content Strategy
Data Analyst,Designs user interfaces and ensures optimal user experience.,Figma,Java,SQL
Product Manager,Plans and executes marketing campaigns across channels.,Figma,Agile,Prototyping
Software Engineer,Plans and executes marketing campaigns across channels.,SEO,SEM,SQL
Product Manager,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,Content Strategy
Marketing Specialist,Develops software applications using modern technologies.,Python,UX Research,Prototyping
UX Designer,Analyzes data to drive business decisions and strategies.,Figma,Data Analysis,Prototyping
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Python,Data Analysis,Content Strategy
Product Manager,Designs user interfaces and ensures optimal user experience.,Figma,UX Research,Content Strategy
Software Engineer,Develops software applications using modern technologies.,SEO,Data Analysis,Prototyping
Software Engineer,Manages product lifecycle and works with cross-functional teams.,SEO,UX Research,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,Python,Java,Content Strategy
UX Designer,Manages product lifecycle and works with cross-functional teams.,Excel,SEM,Scrum
Product Manager,Develops software applications using modern technologies.,Excel,Agile,Prototyping
Product Manager,Designs user interfaces and ensures optimal user experience.,Figma,UX Research,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Python,SEM,Content Strategy
Software Engineer,Plans and executes marketing campaigns across channels.,Project Management,Agile,Scrum
UX Designer,Designs user interfaces and ensures optimal user experience.,Python,Data Analysis,Prototyping
Software Engineer,Designs user interfaces and ensures optimal user experience.,Figma,UX Research,Content Strategy
UX Designer,Designs user interfaces and ensures optimal user experience.,Figma,SEM,SQL
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Figma,Agile,SQL
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Project Management,Agile,Content Strategy
UX Designer,Plans and executes marketing campaigns across channels.,SEO,Agile,SQL
Software Engineer,Manages product lifecycle and works with cross-functional teams.,SEO,SEM,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Python,SEM,SQL
Product Manager,Analyzes data to drive business decisions and strategies.,SEO,Java,Prototyping
Data Analyst,Designs user interfaces and ensures optimal user experience.,SEO,SEM,SQL
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Figma,Agile,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Project Management,SEM,Content Strategy
Marketing Specialist,Develops software applications using modern technologies.,SEO,UX Research,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Figma,SEM,Content Strategy
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Figma,SEM,Content Strategy
Data Analyst,Analyzes data to drive business decisions and strategies.,Figma,Agile,Scrum
Software Engineer,Analyzes data to drive business decisions and strategies.,Figma,Data Analysis,Content Strategy
Product Manager,Manages product lifecycle and works with cross-functional teams.,Python,Agile,Content Strategy
UX Designer,Designs user interfaces and ensures optimal user experience.,Figma,UX Research,Prototyping
Software Engineer,Analyzes data to drive business decisions and strategies.,SEO,UX Research,Scrum
Software Engineer,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,Scrum
Software Engineer,Plans and executes marketing campaigns across channels.,SEO,SEM,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Figma,SEM,Prototyping
Marketing Specialist,Develops software applications using modern technologies.,Excel,Java,Prototyping
Product Manager,Develops software applications using modern technologies.,Excel,Data Analysis,Prototyping
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Python,SEM,Content Strategy
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,SEO,SEM,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Project Management,Java,SQL
Software Engineer,Develops software applications using modern technologies.,Python,SEM,SQL
Data Analyst,Develops software applications using modern technologies.,Python,Java,SQL
Product Manager,Plans and executes marketing campaigns across channels.,Python,Data Analysis,SQL
Data Analyst,Develops software applications using modern technologies.,Excel,SEM,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,Excel,Agile,Scrum
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Excel,UX Research,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Figma,UX Research,Content Strategy
UX Designer,Develops software applications using modern technologies.,Figma,Data Analysis,SQL
Product Manager,Plans and executes marketing campaigns across channels.,Excel,Data Analysis,Content Strategy
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Project Management,Agile,Scrum
UX Designer,Plans and executes marketing campaigns across channels.,Python,Data Analysis,SQL
Product Manager,Analyzes data to drive business decisions and strategies.,Excel,SEM,Prototyping
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Figma,SEM,Prototyping
Marketing Specialist,Develops software applications using modern technologies.,Project Management,UX Research,Content Strategy
Software Engineer,Analyzes data to drive business decisions and strategies.,Python,UX Research,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Project Management,Java,Prototyping
UX Designer,Plans and executes marketing campaigns across channels.,SEO,Data Analysis,SQL
UX Designer,Plans and executes marketing campaigns across channels.,Python,Java,Content Strategy
Product Manager,Analyzes data to drive business decisions and strategies.,Figma,UX Research,SQL
UX Designer,Plans and executes marketing campaigns across channels.,Python,SEM,SQL
